1	-0.14654361	0.173105223
2	1.31096015	0.456810741
3	0.014756634	0.288141894
4	1.224845292	0.223004298
5	1.257886464	0.149517687
6	1.656016787	0.263365913
7	1.389592316	0.050578463
8	1.281219337	0.076746431
9	1.056033444	0.255310196
10	2.455833926	0.38644597
11	2.474391132	0.345988199
12	1.083554203	0.390261991
13	1.744186372	0.091465004
14	1.638852893	0.166023287
15	2.705058749	0.355034386
16	2.427433409	0.214143102
17	2.34374768	0.180209033
18	2.351384447	0.201844598
19	1.594852445	0.148873856
20	2.043554843	0.112480007
21	1.029883604	0.348267549
22	1.735789856	0.059398543
23	1.769736246	0.139162934
24	0.449047169	0.45093957
25	2.075992722	0.439524247
26	0.48159377	0.274704453
27	0.098393385	0.378183151
28	-0.272174493	0.471075357
29	0.106181709	0.186158433
30	0.425453649	0.071606861
31	0.165606863	0.041222815
32	0.559232685	0.337990534
33	-1.035527477	0.360017996
34	-0.560410508	0.024664103
35	-0.304964956	0.198300799
36	-1.11236337	0.113661194
37	-1.683040659	0.311684142
38	-0.843442135	0.190136868
39	-1.441007483	0.03273754
40	-0.532282363	0.490661353
41	-2.542463685	0.452954696
42	-1.503261989	0.119944808
43	-1.336629173	0.247851376
44	-1.056667589	0.4232683
45	-1.119118165	0.417971049
46	-2.205823924	0.109220951
47	-1.505710701	0.247067908
48	-1.756493272	0.117917967
49	-1.666953012	0.148976093
50	-1.848557047	0.03464573
51	-2.571602875	0.359986784
52	-1.924408617	0.078749689
53	-0.671430866	0.496551965
54	-2.10195891	0.278215019
55	-0.727440731	0.341819902
56	-1.338731025	0.03809894
57	-0.77113583	0.165117557
58	-0.881197501	0.024003352
59	-0.959285636	0.105766235
60	-0.313105528	0.122862648
61	-1.021594409	0.328634789
62	-0.800361521	0.31709145
63	-0.058126163	0.045877076
64	0.342161015	0.054531208
65	-0.55606184	0.493151003
66	0.891701084	0.134309085
67	0.631531123	0.08908445
68	0.698483113	0.144871883
69	1.505157736	0.17413902
70	1.709059218	0.197542932
71	2.334518156	0.438289965
72	2.370433765	0.391548953
73	1.43851777	0.131177793
74	1.711582615	0.042916837
75	1.154612481	0.360693775
76	2.141632931	0.102896765
77	1.542873055	0.216731724
78	1.193424103	0.4018313
79	1.998786121	0.000451724
80	2.538212991	0.279748266
81	1.307007651	0.316385956
82	1.300892204	0.290284413
83	2.461145204	0.328400822
84	2.545881183	0.418341748
85	2.366829654	0.384927791
86	1.040318806	0.214237608
87	0.393702377	0.466117945
88	1.128492481	0.020670846
89	1.857129188	0.427543852
90	1.525421646	0.35059246
91	0.554916417	0.041640025
92	1.134513951	0.344367195
93	0.272164049	0.011627739
94	-0.460966758	0.255258665
95	-0.954652801	0.402175139
96	0.073985373	0.211319609
97	-1.12777749	0.29212798
98	-1.592174027	0.429607749
99	-0.329603226	0.292734412
100	-0.600150893	0.24394579
